KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00245,UF4006_D_UF_800V_1A_DO41,Ultra Fast Diode 800V 1A,MyLib_Diode:D,UF4006,,Fast Recovery,1.0V @ 1A,800V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0245,Semiconductors,Diodes,60,25,120,BIN-5,piece,,0.045,USD,2024-01-15,0.045,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00246,UF4007_D_UF_1KV_1A_DO41,Ultra Fast Diode 1000V 1A,MyLib_Diode:D,UF4007,,Fast Recovery,1.0V @ 1A,1000V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0246,Semiconductors,Diodes,70,25,140,BIN-5,piece,,0.046,USD,2024-01-15,0.046,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00247,UF5401_D_UF_50V_3A_DO27,Ultra Fast Diode 50V 3A,MyLib_Diode:D,UF5401,,Fast Recovery,0.95V @ 3A,50V,,3A,,,,,,,75ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0247,Semiconductors,Diodes,40,10,80,BIN-5,piece,,0.065,USD,2024-01-15,0.065,LCSC,1,,"Ultra Fast,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00248,UF5402_D_UF_100V_3A_DO27,Ultra Fast Diode 100V 3A,MyLib_Diode:D,UF5402,,Fast Recovery,0.95V @ 3A,100V,,3A,,,,,,,75ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0248,Semiconductors,Diodes,40,10,80,BIN-5,piece,,0.066,USD,2024-01-15,0.066,LCSC,1,,"Ultra Fast,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00249,UF5404_D_UF_400V_3A_DO27,Ultra Fast Diode 400V 3A,MyLib_Diode:D,UF5404,,Fast Recovery,0.95V @ 3A,400V,,3A,,,,,,,75ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0249,Semiconductors,Diodes,30,10,60,BIN-5,piece,,0.068,USD,2024-01-15,0.068,LCSC,1,,"Ultra Fast,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00250,UF5406_D_UF_600V_3A_DO27,Ultra Fast Diode 600V 3A,MyLib_Diode:D,UF5406,,Fast Recovery,0.95V @ 3A,600V,,3A,,,,,,,75ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C125000,,,,,,,,,DIO-0250,Semiconductors,Diodes,20,10,40,BIN-6,piece,,0.069,USD,2024-01-15,0.069,LCSC,1,,"Ultra Fast,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00251,UF5408_D_UF_1KV_3A_DO27,Ultra Fast Diode 1000V 3A,MyLib_Diode:D,UF5408,,Fast Recovery,0.95V @ 3A,1000V,,3A,,,,,,,75ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C125000,,,,,,,,,DIO-0251,Semiconductors,Diodes,25,10,50,BIN-6,piece,,0.070,USD,2024-01-15,0.070,LCSC,1,,"Ultra Fast,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00260,MUR110_D_UF_100V_1A_DO41,Ultra Fast Diode 100V 1A,MyLib_Diode:D,MUR110,,Fast Recovery,0.95V @ 1A,100V,,1A,,,,,,,35ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0260,Semiconductors,Diodes,80,25,160,BIN-7,piece,,0.050,USD,2024-01-15,0.050,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00261,MUR110_D_UF_100V_1A_SMA,Ultra Fast Diode 100V 1A SMA,MyLib_Diode:D,MUR110,,Fast Recovery,0.95V @ 1A,100V,,1A,,,,,,,35ns,SMA,MyLib_Diode_SMD:D_SMA,SMA,5.2mm x 2.6mm,2.6mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0261,Semiconductors,Diodes,70,25,140,BIN-7,piece,1000,0.055,USD,2024-01-15,0.055,LCSC,1,,"Ultra Fast,SMD,SMA,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00262,MUR120_D_UF_200V_1A_DO41,Ultra Fast Diode 200V 1A,MyLib_Diode:D,MUR120,,Fast Recovery,1.0V @ 1A,200V,,1A,,,,,,,35ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0262,Semiconductors,Diodes,70,25,140,BIN-7,piece,,0.052,USD,2024-01-15,0.052,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00263,MUR120_D_UF_200V_1A_SMA,Ultra Fast Diode 200V 1A SMA,MyLib_Diode:D,MUR120,,Fast Recovery,1.0V @ 1A,200V,,1A,,,,,,,35ns,SMA,MyLib_Diode_SMD:D_SMA,SMA,5.2mm x 2.6mm,2.6mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0263,Semiconductors,Diodes,60,25,120,BIN-7,piece,1000,0.057,USD,2024-01-15,0.057,LCSC,1,,"Ultra Fast,SMD,SMA,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00264,MUR140_D_UF_400V_1A_DO41,Ultra Fast Diode 400V 1A,MyLib_Diode:D,MUR140,,Fast Recovery,1.05V @ 1A,400V,,1A,,,,,,,35ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0264,Semiconductors,Diodes,60,25,120,BIN-7,piece,,0.054,USD,2024-01-15,0.054,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00265,MUR140_D_UF_400V_1A_SMA,Ultra Fast Diode 400V 1A SMA,MyLib_Diode:D,MUR140,,Fast Recovery,1.05V @ 1A,400V,,1A,,,,,,,35ns,SMA,MyLib_Diode_SMD:D_SMA,SMA,5.2mm x 2.6mm,2.6mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0265,Semiconductors,Diodes,50,25,100,BIN-7,piece,1000,0.059,USD,2024-01-15,0.059,LCSC,1,,"Ultra Fast,SMD,SMA,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00266,MUR160_D_UF_600V_1A_DO41,Ultra Fast Diode 600V 1A,MyLib_Diode:D,MUR160,,Fast Recovery,1.1V @ 1A,600V,,1A,,,,,,,35ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0266,Semiconductors,Diodes,50,25,100,BIN-7,piece,,0.056,USD,2024-01-15,0.056,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00267,MUR160_D_UF_600V_1A_SMA,Ultra Fast Diode 600V 1A SMA,MyLib_Diode:D,MUR160,,Fast Recovery,1.1V @ 1A,600V,,1A,,,,,,,35ns,SMA,MyLib_Diode_SMD:D_SMA,SMA,5.2mm x 2.6mm,2.6mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0267,Semiconductors,Diodes,40,10,80,BIN-7,piece,1000,0.061,USD,2024-01-15,0.061,LCSC,1,,"Ultra Fast,SMD,SMA,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00268,MUR810_D_UF_100V_8A_TO220AC,Ultra Fast Diode 100V 8A TO-220AC,MyLib_Diode:D,MUR810,,Fast Recovery,0.95V @ 8A,100V,,8A,,,,,,,35ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0268,Semiconductors,Diodes,30,10,60,BIN-7,piece,,0.180,USD,2024-01-15,0.180,LCSC,1,,"Ultra Fast,THT,TO-220,8A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00269,MUR820_D_UF_200V_8A_TO220AC,Ultra Fast Diode 200V 8A TO-220AC,MyLib_Diode:D,MUR820,,Fast Recovery,1.0V @ 8A,200V,,8A,,,,,,,35ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C126000,,,,,,,,,DIO-0269,Semiconductors,Diodes,25,10,50,BIN-7,piece,,0.185,USD,2024-01-15,0.185,LCSC,1,,"Ultra Fast,THT,TO-220,8A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00270,MUR840_D_UF_400V_8A_TO220AC,Ultra Fast Diode 400V 8A TO-220AC,MyLib_Diode:D,MUR840,,Fast Recovery,1.05V @ 8A,400V,,8A,,,,,,,35ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C127000,,,,,,,,,DIO-0270,Semiconductors,Diodes,20,10,40,BIN-8,piece,,0.190,USD,2024-01-15,0.190,LCSC,1,,"Ultra Fast,THT,TO-220,8A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00271,MUR860_D_UF_600V_8A_TO220AC,Ultra Fast Diode 600V 8A TO-220AC,MyLib_Diode:D,MUR860,,Fast Recovery,1.1V @ 8A,600V,,8A,,,,,,,35ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C127000,,,,,,,,,DIO-0271,Semiconductors,Diodes,15,5,30,BIN-8,piece,,0.195,USD,2024-01-15,0.195,LCSC,1,,"Ultra Fast,THT,TO-220,8A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00272,MUR1620_D_UF_200V_16A_TO220AC,Ultra Fast Diode 200V 16A TO-220AC,MyLib_Diode:D,MUR1620,,Fast Recovery,0.93V @ 8A,200V,,16A,,,,,,,60ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C127000,,,,,,,,,DIO-0272,Semiconductors,Diodes,10,5,20,BIN-8,piece,,0.250,USD,2024-01-15,0.250,LCSC,1,,"Ultra Fast,THT,TO-220,16A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00273,MUR1640_D_UF_400V_16A_TO220AC,Ultra Fast Diode 400V 16A TO-220AC,MyLib_Diode:D,MUR1640,,Fast Recovery,0.97V @ 8A,400V,,16A,,,,,,,60ns,TO-220AC,MyLib_Diode_THT:D_TO-220-2_Vertical,TO-220,10.4mm x 4.6mm x 15.9mm,15.9mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C127000,,,,,,,,,DIO-0273,Semiconductors,Diodes,8,5,16,BIN-8,piece,,0.255,USD,2024-01-15,0.255,LCSC,1,,"Ultra Fast,THT,TO-220,16A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00400,1N5250_D_ZENER_20V_500MW_DO35,Zener Diode 20V 500mW,MyLib_Diode:D_Zener,1N5250,,Zener,,,20V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0400,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00401,1N5251_D_ZENER_22V_500MW_DO35,Zener Diode 22V 500mW,MyLib_Diode:D_Zener,1N5251,,Zener,,,22V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0401,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00402,1N5252_D_ZENER_24V_500MW_DO35,Zener Diode 24V 500mW,MyLib_Diode:D_Zener,1N5252,,Zener,,,24V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0402,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00403,1N5253_D_ZENER_27V_500MW_DO35,Zener Diode 27V 500mW,MyLib_Diode:D_Zener,1N5253,,Zener,,,27V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0403,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00404,1N5254_D_ZENER_30V_500MW_DO35,Zener Diode 30V 500mW,MyLib_Diode:D_Zener,1N5254,,Zener,,,30V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0404,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00405,1N5255_D_ZENER_33V_500MW_DO35,Zener Diode 33V 500mW,MyLib_Diode:D_Zener,1N5255,,Zener,,,33V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0405,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00406,1N5256_D_ZENER_36V_500MW_DO35,Zener Diode 36V 500mW,MyLib_Diode:D_Zener,1N5256,,Zener,,,36V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0406,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00407,1N5257_D_ZENER_39V_500MW_DO35,Zener Diode 39V 500mW,MyLib_Diode:D_Zener,1N5257,,Zener,,,39V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0407,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00408,1N5258_D_ZENER_43V_500MW_DO35,Zener Diode 43V 500mW,MyLib_Diode:D_Zener,1N5258,,Zener,,,43V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0408,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00409,1N5259_D_ZENER_47V_500MW_DO35,Zener Diode 47V 500mW,MyLib_Diode:D_Zener,1N5259,,Zener,,,47V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C140000,,,,,,,,,DIO-0409,Semiconductors,Diodes,60,25,120,BIN-1,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00410,1N5260_D_ZENER_51V_500MW_DO35,Zener Diode 51V 500mW,MyLib_Diode:D_Zener,1N5260,,Zener,,,51V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0410,Semiconductors,Diodes,60,25,120,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00411,1N5261_D_ZENER_56V_500MW_DO35,Zener Diode 56V 500mW,MyLib_Diode:D_Zener,1N5261,,Zener,,,56V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0411,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00412,1N5262_D_ZENER_62V_500MW_DO35,Zener Diode 62V 500mW,MyLib_Diode:D_Zener,1N5262,,Zener,,,62V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0412,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00413,1N5263_D_ZENER_68V_500MW_DO35,Zener Diode 68V 500mW,MyLib_Diode:D_Zener,1N5263,,Zener,,,68V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0413,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00414,1N5264_D_ZENER_75V_500MW_DO35,Zener Diode 75V 500mW,MyLib_Diode:D_Zener,1N5264,,Zener,,,75V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0414,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00415,1N5265_D_ZENER_82V_500MW_DO35,Zener Diode 82V 500mW,MyLib_Diode:D_Zener,1N5265,,Zener,,,82V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0415,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00416,1N5266_D_ZENER_91V_500MW_DO35,Zener Diode 91V 500mW,MyLib_Diode:D_Zener,1N5266,,Zener,,,91V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0416,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00417,1N5267_D_ZENER_100V_500MW_DO35,Zener Diode 100V 500mW,MyLib_Diode:D_Zener,1N5267,,Zener,,,100V,,,500mW,,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C141000,,,,,,,,,DIO-0417,Semiconductors,Diodes,50,25,100,BIN-2,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-35,500mW",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00500,BB139_D_VARICAP_SOT23,Varactor Diode SOT-23,MyLib_Diode:D,BB139,,Varicap,0.7V @ 1mA,30V,,10mA,,,,,,,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,125°C,-55°C to +125°C,SMD,,Level 3,Available,1,,,NXP,,,C150000,,,,,,,,,DIO-0500,Semiconductors,Diodes,40,10,80,BIN-1,piece,3000,0.150,USD,2024-01-15,0.150,LCSC,1,,"Varicap,SMD,SOT-23,Tuning",System,2026-01-31 22:30:22,,,,0,0
