KeyId,MyPN,Name,Description,Value,Value2,FET_Type,Channel,Mode,Material,VDS,VGS,VGS_Threshold,ID_Continuous,ID_Pulse,RDS_On,RDS_On_Condition,Power_Total,Input_Capacitance,Output_Capacitance,Reverse_Capacitance,Gate_Charge_Total,Gate_Charge_GS,Gate_Charge_GD,Turn_On_Delay,Rise_Time,Turn_Off_Delay,Fall_Time,Diode_Forward_Voltage,Diode_Recovery_Time,IDSS,IGSS,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000173,STW62N65M5,"MDmesh M5 N-Channel Power MOSFET, 650V, 52A, 44mΩ, TO-247",N-MOS 650V 52A 44mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±25V,3-5V,52A,208A,44mΩ,"VGS=10V, ID=26A",300W,6100pF,230pF,48pF,118nC,31nC,40nC,28ns,34ns,82ns,35ns,1.6V,270ns,25µA,10nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,STMicroelectronics,STW62N65M5,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000174,STW48N65M5,"MDmesh M5 N-Channel Power MOSFET, 650V, 39A, 59mΩ, TO-247",N-MOS 650V 39A 59mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±25V,3-5V,39A,156A,59mΩ,"VGS=10V, ID=19.5A",255W,4600pF,170pF,36pF,89nC,23nC,30nC,25ns,30ns,72ns,31ns,1.6V,250ns,25µA,10nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,STMicroelectronics,STW48N65M5,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000175,STW34N65M5,"MDmesh M5 N-Channel Power MOSFET, 650V, 27A, 84mΩ, TO-247",N-MOS 650V 27A 84mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±25V,3-5V,27A,108A,84mΩ,"VGS=10V, ID=13.5A",190W,3300pF,125pF,26pF,62nC,16nC,21nC,22ns,26ns,62ns,27ns,1.6V,230ns,25µA,10nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,STMicroelectronics,STW34N65M5,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000176,IXFB110N60P,"HiPerFET Power MOSFET, 600V, 110A, 33mΩ, TO-264",N-MOS 600V 110A 33mΩ,,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,3-5V,110A,440A,33mΩ,"VGS=10V, ID=55A",830W,13000pF,1700pF,250pF,260nC,65nC,95nC,32ns,48ns,88ns,52ns,1.5V,280ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFB110N60P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000177,IXFB132N50P,"HiPerFET Power MOSFET, 500V, 132A, 42mΩ, TO-264",N-MOS 500V 132A 42mΩ,,MOSFET,N-Channel,Enhancement,Silicon,500V,±30V,3-5V,132A,528A,42mΩ,"VGS=10V, ID=66A",830W,12000pF,1600pF,230pF,240nC,60nC,88nC,30ns,45ns,82ns,48ns,1.5V,260ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFB132N50P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000178,IXFB170N30P,"HiPerFET Power MOSFET, 300V, 170A, 19mΩ, TO-264",N-MOS 300V 170A 19mΩ,,MOSFET,N-Channel,Enhancement,Silicon,300V,±30V,3-5V,170A,680A,19mΩ,"VGS=10V, ID=85A",830W,14000pF,2200pF,350pF,280nC,70nC,105nC,35ns,52ns,95ns,58ns,1.5V,300ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFB170N30P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000179,IXFK48N60P,"HiPerFET Power MOSFET, 600V, 48A, 90mΩ, TO-264",N-MOS 600V 48A 90mΩ,,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,3-5V,48A,192A,90mΩ,"VGS=10V, ID=24A",460W,6200pF,750pF,120pF,130nC,32nC,48nC,25ns,38ns,68ns,40ns,1.5V,250ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFK48N60P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000180,IXFK80N60P,"HiPerFET Power MOSFET, 600V, 80A, 55mΩ, TO-264",N-MOS 600V 80A 55mΩ,,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,3-5V,80A,320A,55mΩ,"VGS=10V, ID=40A",695W,9800pF,1200pF,190pF,200nC,50nC,74nC,28ns,42ns,78ns,46ns,1.5V,270ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFK80N60P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000181,IXFK90N30P,"HiPerFET Power MOSFET, 300V, 90A, 38mΩ, TO-264",N-MOS 300V 90A 38mΩ,,MOSFET,N-Channel,Enhancement,Silicon,300V,±30V,3-5V,90A,360A,38mΩ,"VGS=10V, ID=45A",460W,7500pF,1200pF,190pF,150nC,38nC,55nC,26ns,40ns,72ns,42ns,1.5V,280ns,25µA,100nA,TO-264,20.00x26.00mm,5.50mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-264-3_Vertical,TO?264*,,1,1,IXYS,IXFK90N30P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000182,APT8015JVR,"Power MOS 7 N-Channel MOSFET, 800V, 44A, 150mΩ, SOT-227",N-MOS 800V 44A 150mΩ,,MOSFET,N-Channel,Enhancement,Silicon,800V,±30V,3-5V,44A,176A,150mΩ,"VGS=10V, ID=22A",460W,6800pF,400pF,80pF,145nC,38nC,52nC,22ns,28ns,68ns,32ns,1.2V,350ns,25µA,100nA,SOT-227,38.00x25.00mm,12.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:SOT-227,*SOT*227*,,1,1,Microchip,APT8015JVR,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000183,APT10050JVR,"Power MOS 7 N-Channel MOSFET, 1000V, 30A, 380mΩ, SOT-227",N-MOS 1000V 30A 380mΩ,,MOSFET,N-Channel,Enhancement,Silicon,1000V,±30V,3-5V,30A,120A,380mΩ,"VGS=10V, ID=15A",460W,4700pF,280pF,55pF,115nC,30nC,42nC,20ns,26ns,62ns,30ns,1.2V,380ns,25µA,100nA,SOT-227,38.00x25.00mm,12.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:SOT-227,*SOT*227*,,1,1,Microchip,APT10050JVR,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000184,GA50JT12-247,"1200V SiC JFET, 50A, 25mΩ, TO-247",N-SiC-JFET 1200V 50A 25mΩ,Normally-On,JFET,N-Channel,Depletion,SiC,1200V,-20V,-5 to -10V,50A,100A,25mΩ,"VGS=0V, ID=25A",300W,2700pF,300pF,90pF,,,,18ns,25ns,35ns,22ns,1.8V,45ns,1mA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,GeneSiC,GA50JT12-247,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000185,GA100JT17-247,"1700V SiC JFET, 100A, 15mΩ, TO-247",N-SiC-JFET 1700V 100A 15mΩ,Normally-On,JFET,N-Channel,Depletion,SiC,1700V,-25V,-6 to -12V,100A,200A,15mΩ,"VGS=0V, ID=50A",500W,5800pF,650pF,190pF,,,,22ns,32ns,45ns,28ns,2.0V,55ns,1mA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NJFET_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,GeneSiC,GA100JT17-247,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000186,UJ3C065080T3S,"650V SiC Cascode JFET, 32A, 80mΩ, TO-247",N-SiC-Cascode 650V 32A 80mΩ,Normally-Off,JFET,N-Channel,Depletion,SiC,650V,±20V,2-4V,32A,64A,80mΩ,"VGS=12V, ID=16A",150W,1100pF,140pF,25pF,28nC,8.5nC,10nC,14ns,20ns,32ns,18ns,1.5V,28ns,10µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,UnitedSiC,UJ3C065080T3S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000187,UJ3C120040K3S,"1200V SiC Cascode JFET, 65A, 40mΩ, TO-247-4",N-SiC-Cascode 1200V 65A 40mΩ,"Normally-Off, Kelvin",JFET,N-Channel,Depletion,SiC,1200V,±20V,2-4V,65A,130A,40mΩ,"VGS=12V, ID=32.5A",300W,2800pF,350pF,65pF,65nC,18nC,22nC,18ns,26ns,42ns,24ns,1.6V,32ns,10µA,100nA,TO-247-4,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-4_Vertical,TO?247*,,1,1,UnitedSiC,UJ3C120040K3S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000188,IXTH30N50L2,"Linear L2 N-Channel Power MOSFET, 500V, 30A, 200mΩ, TO-247",N-MOS 500V 30A 200mΩ,Linear Mode,MOSFET,N-Channel,Enhancement,Silicon,500V,±30V,2-4V,30A,120A,200mΩ,"VGS=10V, ID=15A",500W,6100pF,480pF,95pF,125nC,32nC,46nC,28ns,42ns,75ns,38ns,1.5V,250ns,25µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,IXYS,IXTH30N50L2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000189,IXTH48N50L2,"Linear L2 N-Channel Power MOSFET, 500V, 48A, 110mΩ, TO-247",N-MOS 500V 48A 110mΩ,Linear Mode,MOSFET,N-Channel,Enhancement,Silicon,500V,±30V,2-4V,48A,192A,110mΩ,"VGS=10V, ID=24A",625W,10500pF,850pF,170pF,205nC,52nC,75nC,32ns,48ns,88ns,45ns,1.5V,280ns,25µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,IXYS,IXTH48N50L2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000190,IXTH64N10L2,"Linear L2 N-Channel Power MOSFET, 100V, 64A, 24mΩ, TO-247",N-MOS 100V 64A 24mΩ,Linear Mode,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,64A,256A,24mΩ,"VGS=10V, ID=32A",300W,5200pF,1300pF,380pF,105nC,25nC,38nC,22ns,48ns,58ns,35ns,1.3V,95ns,25µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,IXYS,IXTH64N10L2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000191,IXTQ130N10T,"TrenchT3 N-Channel Power MOSFET, 100V, 130A, 9.2mΩ, TO-3P",N-MOS 100V 130A 9.2mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,130A,520A,9.2mΩ,"VGS=10V, ID=65A",500W,8900pF,2100pF,550pF,175nC,42nC,58nC,25ns,58ns,72ns,42ns,1.3V,110ns,25µA,100nA,TO-3P,15.80x20.00mm,5.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-3P-3_Vertical,TO?3P*,,1,1,IXYS,IXTQ130N10T,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000192,IXTQ180N10T,"TrenchT3 N-Channel Power MOSFET, 100V, 180A, 6.5mΩ, TO-3P",N-MOS 100V 180A 6.5mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,180A,720A,6.5mΩ,"VGS=10V, ID=90A",600W,12500pF,3000pF,780pF,245nC,58nC,82nC,28ns,65ns,80ns,48ns,1.3V,120ns,25µA,100nA,TO-3P,15.80x20.00mm,5.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-3P-3_Vertical,TO?3P*,,1,1,IXYS,IXTQ180N10T,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000193,IXTQ220N10T,"TrenchT3 N-Channel Power MOSFET, 100V, 220A, 5.0mΩ, TO-3P",N-MOS 100V 220A 5.0mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,220A,880A,5.0mΩ,"VGS=10V, ID=110A",700W,16500pF,4000pF,1050pF,320nC,75nC,108nC,32ns,72ns,88ns,54ns,1.3V,130ns,25µA,100nA,TO-3P,15.80x20.00mm,5.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-3P-3_Vertical,TO?3P*,,1,1,IXYS,IXTQ220N10T,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000194,IXTQ82N25T,"TrenchT3 N-Channel Power MOSFET, 250V, 82A, 35mΩ, TO-3P",N-MOS 250V 82A 35mΩ,,MOSFET,N-Channel,Enhancement,Silicon,250V,±30V,2-4V,82A,328A,35mΩ,"VGS=10V, ID=41A",500W,9500pF,1500pF,280pF,175nC,42nC,62nC,26ns,48ns,78ns,44ns,1.5V,180ns,25µA,100nA,TO-3P,15.80x20.00mm,5.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-3P-3_Vertical,TO?3P*,,1,1,IXYS,IXTQ82N25T,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000195,IXTQ52N30T,"TrenchT3 N-Channel Power MOSFET, 300V, 52A, 60mΩ, TO-3P",N-MOS 300V 52A 60mΩ,,MOSFET,N-Channel,Enhancement,Silicon,300V,±30V,2-4V,52A,208A,60mΩ,"VGS=10V, ID=26A",400W,6100pF,950pF,180pF,115nC,28nC,41nC,24ns,42ns,68ns,38ns,1.5V,170ns,25µA,100nA,TO-3P,15.80x20.00mm,5.00mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-3P-3_Vertical,TO?3P*,,1,1,IXYS,IXTQ52N30T,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000196,FCH023N65S3,"SuperFET III N-Channel Power MOSFET, 650V, 76A, 23mΩ, TO-247",N-MOS 650V 76A 23mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±30V,3-5V,76A,228A,23mΩ,"VGS=10V, ID=38A",568W,8600pF,310pF,75pF,178nC,46nC,61nC,30ns,42ns,92ns,36ns,1.2V,265ns,1µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,onsemi,FCH023N65S3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000197,FCH041N65F,"SuperFET II N-Channel Power MOSFET, 650V, 47A, 41mΩ, TO-247",N-MOS 650V 47A 41mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±30V,3-5V,47A,141A,41mΩ,"VGS=10V, ID=23.5A",357W,4200pF,150pF,38pF,90nC,23nC,30nC,24ns,34ns,72ns,28ns,1.2V,230ns,1µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,onsemi,FCH041N65F,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000198,FCH072N60F,"SuperFET II N-Channel Power MOSFET, 600V, 32A, 72mΩ, TO-247",N-MOS 600V 32A 72mΩ,,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,3-5V,32A,96A,72mΩ,"VGS=10V, ID=16A",278W,2600pF,95pF,24pF,56nC,14nC,19nC,21ns,30ns,62ns,25ns,1.2V,210ns,1µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,onsemi,FCH072N60F,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000199,FCH104N60F,"SuperFET II N-Channel Power MOSFET, 600V, 24A, 104mΩ, TO-247",N-MOS 600V 24A 104mΩ,,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,3-5V,24A,72A,104mΩ,"VGS=10V, ID=12A",208W,1800pF,65pF,17pF,38nC,9.8nC,13nC,18ns,26ns,54ns,22ns,1.2V,190ns,1µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,onsemi,FCH104N60F,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000200,FCH190N65F,"SuperFET II N-Channel Power MOSFET, 650V, 20A, 190mΩ, TO-247",N-MOS 650V 20A 190mΩ,,MOSFET,N-Channel,Enhancement,Silicon,650V,±30V,3-5V,20A,60A,190mΩ,"VGS=10V, ID=10A",156W,1150pF,42pF,11pF,25nC,6.5nC,8.5nC,16ns,22ns,48ns,20ns,1.2V,175ns,1µA,100nA,TO-247,15.87x20.83mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,onsemi,FCH190N65F,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000201,IPB60R040C7,"CoolMOS C7 Superjunction N-Channel Power MOSFET, 600V, 43A, 40mΩ, TO-263-7",N-MOS 600V 43A 40mΩ,"C7, Best-in-class Qg*Rds(on)",MOSFET,N-Channel,Enhancement,Silicon,600V,±20V,2.5-3.5V,43A,129A,40mΩ,"VGS=12V, ID=21.5A",227W,2200pF,35pF,12pF,48nC,14nC,16nC,15ns,7ns,42ns,9ns,0.9V,170ns,1µA,100nA,TO-263-7,10.26x9.85mm,4.80mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-7_TabPin8,TO?263*TabPin8*,,1,1,Infineon,IPB60R040C7,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000202,IPB65R045C7,"CoolMOS C7 Superjunction N-Channel Power MOSFET, 700V, 37A, 45mΩ, TO-263-7",N-MOS 700V 37A 45mΩ,"C7, 50% reduction in Eoss",MOSFET,N-Channel,Enhancement,Silicon,700V,±20V,2.5-3.5V,37A,111A,45mΩ,"VGS=12V, ID=18.5A",227W,2100pF,32pF,11pF,46nC,13nC,15nC,15ns,7ns,41ns,9ns,0.9V,175ns,1µA,100nA,TO-263-7,10.26x9.85mm,4.80mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-7_TabPin8,TO?263*TabPin8*,,1,1,Infineon,IPB65R045C7,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000203,IPW60R017C7,"CoolMOS C7 Superjunction N-Channel Power MOSFET, 600V, 86A, 17mΩ, TO-247",N-MOS 600V 86A 17mΩ,"C7, World-class Rds(on)",MOSFET,N-Channel,Enhancement,Silicon,600V,±20V,2.5-3.5V,86A,258A,17mΩ,"VGS=12V, ID=43A",446W,5200pF,75pF,26pF,115nC,32nC,38nC,18ns,9ns,52ns,12ns,0.9V,195ns,1µA,100nA,TO-247,15.87x20.93mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IPW60R017C7,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000204,IPW60R024C7,"CoolMOS C7 Superjunction N-Channel Power MOSFET, 600V, 64A, 24mΩ, TO-247",N-MOS 600V 64A 24mΩ,"C7, Reduced switching losses",MOSFET,N-Channel,Enhancement,Silicon,600V,±20V,2.5-3.5V,64A,192A,24mΩ,"VGS=12V, ID=32A",333W,3500pF,55pF,18pF,77nC,22nC,26nC,16ns,8ns,46ns,10ns,0.9V,180ns,1µA,100nA,TO-247,15.87x20.93mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IPW60R024C7,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000205,IPW65R080CFD,"CoolMOS CFD2 N-Channel Power MOSFET, 650V, 37A, 80mΩ, TO-247",N-MOS 650V 37A 80mΩ,Integrated Fast Body Diode,MOSFET,N-Channel,Enhancement,Silicon,650V,±20V,3.5-4.5V,37A,111A,80mΩ,"VGS=12V, ID=18.5A",227W,2500pF,25pF,12pF,56nC,15nC,18nC,19ns,10ns,52ns,13ns,0.9V,145ns,1µA,100nA,TO-247,15.87x20.93mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IPW65R080CFD,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000206,IPW65R110CFD,"CoolMOS CFD2 N-Channel Power MOSFET, 650V, 27A, 110mΩ, TO-247",N-MOS 650V 27A 110mΩ,Integrated Fast Body Diode,MOSFET,N-Channel,Enhancement,Silicon,650V,±20V,3.5-4.5V,27A,81A,110mΩ,"VGS=12V, ID=13.5A",151W,1800pF,18pF,9pF,38nC,11nC,13nC,17ns,9ns,46ns,11ns,0.9V,135ns,1µA,100nA,TO-247,15.87x20.93mm,5.31mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,TO?247*,,1,1,Infineon,IPW65R110CFD,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000207,C3M0016120K,"1200V SiC MOSFET, 115A, 16mΩ, TO-247-4 with Kelvin Source",N-SiC 1200V 115A 16mΩ,"Kelvin Source, Rugged body diode",SiCFET,N-Channel,Enhancement,SiC,1200V,±25V,2.7-4.8V,115A,230A,16mΩ,"VGS=15V, ID=57.5A",556W,5800pF,350pF,28pF,175nC,48nC,55nC,22ns,32ns,48ns,26ns,4.5V,32ns,1µA,100nA,TO-247-4,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-4_Vertical,TO?247*,,1,1,Wolfspeed,C3M0016120K,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000208,C3M0021120K,"1200V SiC MOSFET, 95A, 21mΩ, TO-247-4 with Kelvin Source",N-SiC 1200V 95A 21mΩ,"Kelvin Source, Fast switching",SiCFET,N-Channel,Enhancement,SiC,1200V,±25V,2.7-4.8V,95A,190A,21mΩ,"VGS=15V, ID=47.5A",465W,4800pF,290pF,24pF,145nC,40nC,46nC,20ns,29ns,44ns,24ns,4.5V,30ns,1µA,100nA,TO-247-4,15.87x20.83mm,5.31mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-247-4_Vertical,TO?247*,,1,1,Wolfspeed,C3M0021120K,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
