KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000188,ULN2803LW,"8-Channel Darlington Array, 50V 500mA, TSSOP-24",Darlington Array 50V 500mA,TSSOP-24,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,0.8W,1000,,TSSOP-24,4.4x7.8mm,1.2mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x7.8mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/uln2803c.pdf,1,1,Texas Instruments,ULN2803LW,,C524271,,595-ULN2803LW,,296-39291-1-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.95,USD,,,,1,8-channel in TSSOP,"Darlington,Array,Driver,TSSOP,8ch",,,,,1.0,0,0
,EL-TST-000189,LSD4897,"7-Channel Darlington Array, 50V 500mA, Low Side, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.littelfuse.com/datasheet/lsd4897.pdf,1,1,Littelfuse,LSD4897,,,,576-LSD4897,,,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.48,USD,,,,1,Pin-compatible with ULN2003,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000190,TD62783AFG,"8-Channel Source Driver, 50V 500mA, SOP-18",Darlington Array 50V 500mA,SOP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,SOP-18,7.5x11.5mm,2.05mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOP*7.495x11.515mm*P1.27mm*,https://toshiba.semicon-storage.com/info/TD62783AFG_datasheet_en_20210526.pdf,1,1,Toshiba,TD62783AFG,,C11709,,757-TD62783AFG,,TD62783AFG-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.92,USD,,,,1,"Source driver, SMD","Darlington,Array,SourceDriver,SOP",,,,,1.0,0,0
,EL-TST-000191,MC1413BP,"High Voltage Darlington Array, 7-ch, 50V 500mA, DIP-16",Darlington Array 50V 500mA,DIP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-16,7.62x21.4mm,4.5mm,Through Hole,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm*,https://www.onsemi.com/pdf/datasheet/mc1413b-d.pdf,1,1,ON Semiconductor,MC1413BP,,C872,,863-MC1413BP,,MC1413BP-ND,,9558681,,ULN2003AN,,Transistor,Other,0,0,0,,pcs,1000,0.45,USD,,,,1,DIP version,"Darlington,Array,Driver,DIP",,,,,1.0,0,0
,EL-TST-000192,ULN2001A,"High Voltage Darlington Array, 7-ch, 50V 500mA, DIP-16",Darlington Array 50V 500mA,DIP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-16,7.62x21.4mm,4.5mm,Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm*,https://www.ti.com/lit/ds/symlink/uln2001a.pdf,1,1,Texas Instruments,ULN2001A,ULx200xA,C524272,,595-ULN2001A,,296-1330-5-ND,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,1000,0.52,USD,,,,1,General purpose,"Darlington,Array,Driver,DIP",,,,,1.0,0,0
,EL-TST-000193,SN75462,"Dual Peripheral Driver, 35V 300mA, SOIC-8",Darlington Driver 35V 300mA,SOIC-8,Darlington,Dual,Bipolar,35V,,300mA,500mA,1.1V,0.5W,500,,SOIC-8,3.9x4.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x4.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75462.pdf,1,1,Texas Instruments,SN75462,,C524273,,595-SN75462,,296-1390-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2500,0.45,USD,,,,1,Dual driver,"Darlington,Dual,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000194,DS2003,"7-Channel Darlington Array, 50V 500mA, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.maximintegrated.com/datasheet/ds2003.pdf,1,1,Maxim,DS2003,,C524274,,700-DS2003,,DS2003-ND,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.55,USD,,,,1,Maxim version,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000195,2N6667,"NPN Darlington Power Transistor, 80V, 8A, TO-220",Darlington 80V 8A 2V,TO-220,Darlington,Power,Bipolar,80V,,8A,12A,2V,70W,1000,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.microchip.com/datasheet/2n6667.pdf,1,1,Microchip,2N6667,,,,494-2N6667,,2N6667-ND,,,,TIP122,,Transistor,Other,0,0,0,,pcs,50,0.95,USD,,,,1,General purpose Darlington,"Darlington,Power,NPN,80V,TO-220",,,,,1.0,0,0
,EL-TST-000196,BDX33C,"NPN Darlington Power Transistor, 100V, 10A, TO-220",Darlington 100V 10A 2V,TO-220,Darlington,Power,Bipolar,100V,,10A,15A,2V,70W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx33c-d.pdf,1,1,ON Semiconductor,BDX33C,,C2251,,512-BDX33C,,BDX33C-ND,,9558615,,TIP142,,Transistor,Other,0,0,0,,pcs,50,0.98,USD,,,,1,Complementary to BDX34C,"Darlington,Power,NPN,100V,TO-220",,,,,1.0,0,0
,EL-TST-000197,BDX34C,"PNP Darlington Power Transistor, 100V, 10A, TO-220",Darlington 100V 10A 2V,TO-220,Darlington,Power,Bipolar,-100V,,10A,15A,2V,70W,750,4MHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/bdx34c-d.pdf,1,1,ON Semiconductor,BDX34C,,C2252,,512-BDX34C,,BDX34C-ND,,9558616,,TIP147,,Transistor,Other,0,0,0,,pcs,50,1.02,USD,,,,1,Complementary to BDX33C,"Darlington,Power,PNP,100V,TO-220",,,,,1.0,0,0
,EL-TST-000198,2N6050,"NPN Darlington Power Transistor, 80V, 12A, TO-3",Darlington 80V 12A 2V,TO-3,Darlington,Power,Bipolar,80V,,12A,18A,2V,150W,1000,4MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.centralsemi.com/datasheets/2N6050.PDF,1,1,Central Semiconductor,2N6050,,C2712,,610-2N6050,,2N6050-ND,,,,,,Transistor,Other,0,0,0,,pcs,20,9.20,USD,,,,1,High power Darlington,"Darlington,Power,NPN,80V,TO-3",,,,,1.0,0,0
,EL-TST-000199,2N6051,"PNP Darlington Power Transistor, 80V, 12A, TO-3",Darlington 80V 12A 2V,TO-3,Darlington,Power,Bipolar,-80V,,12A,18A,2V,150W,1000,4MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.centralsemi.com/datasheets/2N6051.PDF,1,1,Central Semiconductor,2N6051,,C2713,,610-2N6051,,2N6051-ND,,,,2N6050,,Transistor,Other,0,0,0,,pcs,20,9.45,USD,,,,1,Complementary to 2N6050,"Darlington,Power,PNP,80V,TO-3",,,,,1.0,0,0
,EL-TST-000200,SFH3710,"Silicon NPN Phototransistor, 35V, 100mW, 570nm, Visible light, SMD",Phototransistor 35V 100mW,SMD,Phototransistor,NPN,Bipolar,35V,,20mA,,0.4V,100mW,200,,SOT-23,2.9x2.4mm,1.1mm,SMD,-40°C,85°C,-40 to 85°C,3,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_TO_SOT_SMD:SOT-23,,https://www.osram.com/ds/SFH3710.pdf,1,1,Osram,SFH3710,,C95826,,720-SFH3710,,475-2767-ND,,1171923,,,,Transistor,Other,0,0,0,,pcs,3000,0.25,USD,,,,1,Visible light phototransistor,"Phototransistor,NPN,SMD,Visible",,,,,1.0,0,0
,EL-TST-000201,SFH309,"Silicon NPN Phototransistor, 35V, 130mW, 860nm, 5mm",Phototransistor 35V 130mW,5mm,Phototransistor,NPN,Bipolar,35V,,50mA,,0.4V,130mW,520,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.osram.com/ds/SFH309.pdf,1,1,Osram,SFH309,,C95824,,720-SFH309,,475-2765-ND,,1171921,,,,Transistor,Other,0,0,0,,pcs,1000,0.15,USD,,,,1,Standard phototransistor,"Phototransistor,NPN,5mm",,,,,1.0,0,0
,EL-TST-000202,2N4892,"Programmable Unijunction Transistor, 40V, 300mW, TO-92",PUT 40V 300mW,TO-92,Unijunction,Programmable,Bipolar,40V,,200mA,,1.5V,300mW,,1.5MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-50°C,100°C,-50 to 100°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.centralsemi.com/datasheets/2N4892.PDF,1,1,Central Semiconductor,2N4892,,C2702,,610-2N4892,,2N4892-ND,,,,2N6027,,Transistor,Other,0,0,0,,pcs,2000,0.38,USD,,,,1,Programmable UJT,"PUT,Unijunction,Programmable,TO-92",,,,,1.0,0,0
,EL-TST-000203,BRY55-60,"Silicon Unijunction Transistor, 60V, 300mW, TO-92",UJT 60V 300mW,TO-92,Unijunction,N-Type,Bipolar,60V,,,,,300mW,,1MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-55°C,125°C,-55 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.nxp.com/datasheet/BRY55.pdf,1,1,NXP,BRY55-60,,,,,,,,,,,,Transistor,Other,0,0,0,,pcs,100,0.55,USD,,,,1,High voltage UJT,"UJT,Unijunction,TO-92",,,,,1.0,0,0
,EL-TST-000204,2N1671,"Silicon Unijunction Transistor, 60V, 300mW, TO-18",UJT 60V 300mW,TO-18,Unijunction,N-Type,Bipolar,60V,,,,,300mW,,1MHz,TO-18-3,5.6x5.6mm,5.6mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-18-3_Window,,https://www.centralsemi.com/datasheets/2N1671.PDF,1,1,Central Semiconductor,2N1671,,C2698,,610-2N1671,,2N1671-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.75,USD,,,,1,Military grade UJT,"UJT,Unijunction,TO-18",,,,,1.0,0,0
,EL-TST-000205,2N2160,"Silicon Unijunction Transistor, 35V, 300mW, TO-92",UJT 35V 300mW,TO-92,Unijunction,N-Type,Bipolar,35V,,,,,300mW,,1MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.centralsemi.com/datasheets/2N2160.PDF,1,1,Central Semiconductor,2N2160,,C2699,,610-2N2160,,2N2160-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.48,USD,,,,1,Complementary UJT,"UJT,Unijunction,TO-92",,,,,1.0,0,0
,EL-TST-000206,A2C25S12M3,"25A, 1200V, 20kHz, 197W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, ACEPACK-2-CIB",IGBT Module 1200V 25A,ACEPACK-2-CIB,IGBT,Power Module,Trench Field Stop,1200V,±20V,25A,50A,1.8V,197W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*,https://www.st.com/resource/en/datasheet/a2c25s12m3.pdf,1,1,STMicroelectronics,A2C25S12M3,ACEPACK,C524319,,511-A2C25S12M3,,497-A2C25S12M3-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,32.50,USD,,,,1,"ACEPACK-2-CIB module, CIB configuration","IGBT,Module,ACEPACK,1200V,25A,CIB",,,,,1.0,0,0
,EL-TST-000207,A2C25S12M3-F,"25A, 1200V, 20kHz, 197W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, PressFIT, ACEPACK-2-CIB",IGBT Module 1200V 25A,ACEPACK-2-CIB PressFIT,IGBT,Power Module,Trench Field Stop,1200V,±20V,25A,50A,1.8V,197W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*PressFIT*,https://www.st.com/resource/en/datasheet/a2c25s12m3-f.pdf,1,1,STMicroelectronics,A2C25S12M3-F,ACEPACK,C524320,,511-A2C25S12M3-F,,497-A2C25S12M3-F-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,34.20,USD,,,,1,"PressFIT technology, no soldering required","IGBT,Module,ACEPACK,1200V,25A,PressFIT",,,,,1.0,0,0
,EL-TST-000208,A2C35S12M3,"35A, 1200V, 20kHz, 250W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, ACEPACK-2-CIB",IGBT Module 1200V 35A,ACEPACK-2-CIB,IGBT,Power Module,Trench Field Stop,1200V,±20V,35A,70A,1.8V,250W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*,https://www.st.com/resource/en/datasheet/a2c35s12m3.pdf,1,1,STMicroelectronics,A2C35S12M3,ACEPACK,C524321,,511-A2C35S12M3,,497-A2C35S12M3-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,38.75,USD,,,,1,"ACEPACK-2-CIB module, higher current","IGBT,Module,ACEPACK,1200V,35A,CIB",,,,,1.0,0,0
,EL-TST-000209,A2C35S12M3-F,"35A, 1200V, 20kHz, 250W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, PressFIT, ACEPACK-2-CIB",IGBT Module 1200V 35A,ACEPACK-2-CIB PressFIT,IGBT,Power Module,Trench Field Stop,1200V,±20V,35A,70A,1.8V,250W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*PressFIT*,https://www.st.com/resource/en/datasheet/a2c35s12m3-f.pdf,1,1,STMicroelectronics,A2C35S12M3-F,ACEPACK,C524322,,511-A2C35S12M3-F,,497-A2C35S12M3-F-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,40.50,USD,,,,1,PressFIT version,"IGBT,Module,ACEPACK,1200V,35A,PressFIT",,,,,1.0,0,0
,EL-TST-000210,A2C50S65M2,"50A, 650V, 20kHz, 208W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, ACEPACK-2-CIB",IGBT Module 650V 50A,ACEPACK-2-CIB,IGBT,Power Module,Trench Field Stop,650V,±20V,50A,100A,1.7V,208W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*,https://www.st.com/resource/en/datasheet/a2c50s65m2.pdf,1,1,STMicroelectronics,A2C50S65M2,ACEPACK,C524323,,511-A2C50S65M2,,497-A2C50S65M2-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,36.25,USD,,,,1,650V ACEPACK module,"IGBT,Module,ACEPACK,650V,50A,CIB",,,,,1.0,0,0
,EL-TST-000211,A2C50S65M2-F,"50A, 650V, 20kHz, 208W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, PressFIT, ACEPACK-2-CIB",IGBT Module 650V 50A,ACEPACK-2-CIB PressFIT,IGBT,Power Module,Trench Field Stop,650V,±20V,50A,100A,1.7V,208W x 6,,20kHz,ACEPACK-2-CIB,62.8x33.8mm,12mm,Through Hole,-40°C,175°C,-40 to 175°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*ACEPACK*2*CIB*PressFIT*,https://www.st.com/resource/en/datasheet/a2c50s65m2-f.pdf,1,1,STMicroelectronics,A2C50S65M2-F,ACEPACK,C524324,,511-A2C50S65M2-F,,497-A2C50S65M2-F-ND,,,,,,Transistor,Other,0,0,0,,pcs,15,38.00,USD,,,,1,PressFIT version,"IGBT,Module,ACEPACK,650V,50A,PressFIT",,,,,1.0,0,0
,EL-TST-000212,FP10R06W1E3,"10A, 600V, 68W, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, EasyPIM-1B",IGBT Module 600V 10A,EasyPIM-1B,IGBT,Power Module,TRENCHSTOP,600V,±20V,10A,20A,1.55V,68W,,20kHz,EasyPIM-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*1B*,https://www.infineon.com/datasheet/fp10r06w1e3.pdf,1,1,Infineon,FP10R06W1E3,EasyPIM,C524325,,726-FP10R06W1E3,,448-FP10R06W1E3-ND,,2842979,,,,Transistor,Other,0,0,0,,pcs,15,18.75,USD,,,,1,PIM configuration,"IGBT,Module,PIM,600V,10A,EasyPIM",,,,,1.0,0,0
,EL-TST-000213,FP15R06W1E3,"15A, 600V, 81W, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, EasyPIM-1B",IGBT Module 600V 15A,EasyPIM-1B,IGBT,Power Module,TRENCHSTOP,600V,±20V,15A,30A,1.55V,81W,,20kHz,EasyPIM-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*1B*,https://www.infineon.com/datasheet/fp15r06w1e3.pdf,1,1,Infineon,FP15R06W1E3,EasyPIM,C524326,,726-FP15R06W1E3,,448-FP15R06W1E3-ND,,2842980,,,,Transistor,Other,0,0,0,,pcs,15,20.25,USD,,,,1,PIM configuration,"IGBT,Module,PIM,600V,15A,EasyPIM",,,,,1.0,0,0
,EL-TST-000214,FP35R12W2T4,"35A, 1200V, 215W, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, EasyPIM-2B",IGBT Module 1200V 35A,EasyPIM-2B,IGBT,Power Module,TRENCHSTOP,1200V,±20V,35A,70A,1.85V,215W,,20kHz,EasyPIM-2B,56.7x40.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*2B*,https://www.infineon.com/datasheet/fp35r12w2t4.pdf,1,1,Infineon,FP35R12W2T4,EasyPIM,C525079,,726-FP35R12W2T4,,448-FP35R12W2T4-ND,,2392068,,,,Transistor,Other,0,0,0,,pcs,15,28.50,USD,,,,1,PIM configuration,"IGBT,Module,PIM,1200V,35A,EasyPIM",,,,,1.0,0,0
,EL-TST-000215,FP35R12W2T4P,"35A, 1200V, 215W, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, TIM, EasyPIM-2B",IGBT Module 1200V 35A,EasyPIM-2B TIM,IGBT,Power Module,TRENCHSTOP,1200V,±20V,35A,70A,1.85V,215W,,20kHz,EasyPIM-2B,56.7x40.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*2B*,https://www.infineon.com/datasheet/fp35r12w2t4p.pdf,1,1,Infineon,FP35R12W2T4P,EasyPIM,C525080,,726-FP35R12W2T4P,,448-FP35R12W2T4P-ND,,2842981,,,,Transistor,Other,0,0,0,,pcs,15,29.80,USD,,,,1,With pre-applied TIM,"IGBT,Module,PIM,1200V,35A,TIM",,,,,1.0,0,0
,EL-TST-000216,FP50R06W2E3,"50A, 600V, 175W, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, EasyPIM-2B",IGBT Module 600V 50A,EasyPIM-2B,IGBT,Power Module,TRENCHSTOP,600V,±20V,50A,100A,1.55V,175W,,20kHz,EasyPIM-2B,56.7x40.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPIM*2B*,https://www.infineon.com/datasheet/fp50r06w2e3.pdf,1,1,Infineon,FP50R06W2E3,EasyPIM,C524327,,726-FP50R06W2E3,,448-FP50R06W2E3-ND,,2842982,,,,Transistor,Other,0,0,0,,pcs,15,26.90,USD,,,,1,PIM configuration,"IGBT,Module,PIM,600V,50A,EasyPIM",,,,,1.0,0,0
,EL-TST-000217,FS25R12W1T7B11,"25A, 1200V, 3-phase IGBT module with Freewheeling Diode, 5k NTC, PressFIT, EasyPACK-1B",IGBT Module 1200V 25A,EasyPACK-1B PressFIT,IGBT,Power Module,TRENCHSTOP,1200V,±20V,25A,50A,1.85V,20W x 6,,20kHz,EasyPACK-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPACK?1B*PressFIT*,https://www.infineon.com/datasheet/fs25r12w1t7b11.pdf,1,1,Infineon,FS25R12W1T7B11,EasyPACK,C524328,,726-FS25R12W1T7B11,,448-FS25R12W1T7B11-ND,,2842983,,,,Transistor,Other,0,0,0,,pcs,15,26.30,USD,,,,1,PressFIT version,"IGBT,Module,EasyPACK,1200V,25A,PressFIT",,,,,1.0,0,0
,EL-TST-000218,FS25R12W1T7PB11,"25A, 1200V, 3-phase IGBT module with Freewheeling Diode, 5k NTC, TIM, PressFIT, EasyPACK-1B",IGBT Module 1200V 25A,EasyPACK-1B PressFIT TIM,IGBT,Power Module,TRENCHSTOP,1200V,±20V,25A,50A,1.85V,20W x 6,,20kHz,EasyPACK-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPACK?1B*PressFIT*,https://www.infineon.com/datasheet/fs25r12w1t7pb11.pdf,1,1,Infineon,FS25R12W1T7PB11,EasyPACK,C524329,,726-FS25R12W1T7PB11,,448-FS25R12W1T7PB11-ND,,2842984,,,,Transistor,Other,0,0,0,,pcs,15,27.50,USD,,,,1,PressFIT with pre-applied TIM,"IGBT,Module,EasyPACK,1200V,25A,TIM,PressFIT",,,,,1.0,0,0
,EL-TST-000219,FS30R06W1E3,"30A, 600V, 150W, 3-phase IGBT module with Freewheeling Diode, 5k NTC, EasyPACK-1B",IGBT Module 600V 30A,EasyPACK-1B,IGBT,Power Module,TRENCHSTOP,600V,±20V,30A,60A,1.55V,150W,,20kHz,EasyPACK-1B,56.7x34.8mm,12mm,Through Hole,-40°C,150°C,-40 to 150°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Infineon*EasyPACK?1B*,https://www.infineon.com/datasheet/fs30r06w1e3.pdf,1,1,Infineon,FS30R06W1E3,EasyPACK,C524330,,726-FS30R06W1E3,,448-FS30R06W1E3-ND,,2842985,,,,Transistor,Other,0,0,0,,pcs,15,22.40,USD,,,,1,600V EasyPACK,"IGBT,Module,EasyPACK,600V,30A",,,,,1.0,0,0
,EL-TST-000220,MG1225H-XBN2MM,"25A, 1200V, 147W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, Package-H (XBN2MM)",IGBT Module 1200V 25A,Package-H XBN2MM,IGBT,Power Module,NPT,1200V,±20V,25A,50A,1.7V,147W x 6,,20kHz,XBN2MM,73x32mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*H*XBN2MM*,https://www.littelfuse.com/datasheet/mg1225h-xbn2mm.pdf,1,1,Littelfuse,MG1225H-XBN2MM,,,,576-MG1225H-XBN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,10,32.80,USD,,,,1,CIB configuration with rectifier,"IGBT,Module,Power,1200V,25A,Package-H,CIB",,,,,1.0,0,0
,EL-TST-000221,MG1225H-XN2MM,"25A, 1200V, 147W x 6, 3-phase IGBT module with Freewheeling Diode, 5k NTC, Package-H (XN2MM)",IGBT Module 1200V 25A,Package-H XN2MM,IGBT,Power Module,NPT,1200V,±20V,25A,50A,1.7V,147W x 6,,20kHz,XN2MM,73x32mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*H*XN2MM*,https://www.littelfuse.com/datasheet/mg1225h-xn2mm.pdf,1,1,Littelfuse,MG1225H-XN2MM,,,,576-MG1225H-XN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,10,30.50,USD,,,,1,3-phase IGBT module,"IGBT,Module,Power,1200V,25A,Package-H",,,,,1.0,0,0
