KeyId,MyPN,Name,Description,Value,Value2,Type,Material,VCEO,VCBO,VEBO,IC_Continuous,IC_Peak,IB_Continuous,Power_Total,HFE_Min,HFE_Max,HFE_Test_Condition,VCE_Sat_Max,VBE_Sat_Max,FT,CC,Polarity,Complement_PN,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000280,IMH3A,"0.1A Ic, 50V Vce, Dual NPN Input Resistor Transistors, SOT-457",Dual NPN Digital 50V 0.1A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-457,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-457,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000281,UMH3N,"0.1A Ic, 50V Vce, Dual NPN Input Resistor Transistors, SOT-363",Dual NPN Digital 50V 0.1A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000282,MUN5111DW1,"Dual PNP Bias Resistor Transistors, R1=10k, R2=10k, SOT-363",Dual PNP Digital 50V 0.1A,R1=10kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000283,MUN5112DW1,"Dual PNP Bias Resistor Transistors, R1=22k, R2=22k, SOT-363",Dual PNP Digital 50V 0.1A,R1=22kΩ R2=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000284,MUN5113DW1,"Dual PNP Bias Resistor Transistors, R1=47k, R2=47k, SOT-363",Dual PNP Digital 50V 0.1A,R1=47kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000285,MUN5114DW1,"Dual PNP Bias Resistor Transistors, R1=10k, R2=47k, SOT-363",Dual PNP Digital 50V 0.1A,R1=10kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000286,MUN5211DW1,"Dual NPN Bias Resistor Transistors, R1=10k, R2=10k, SOT-363",Dual NPN Digital 50V 0.1A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000287,MUN5212DW1,"Dual NPN Bias Resistor Transistors, R1=22k, R2=22k, SOT-363",Dual NPN Digital 50V 0.1A,R1=22kΩ R2=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000288,MUN5213DW1,"Dual NPN Bias Resistor Transistors, R1=47k, R2=47k, SOT-363",Dual NPN Digital 50V 0.1A,R1=47kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000289,MUN5214DW1,"Dual NPN Bias Resistor Transistors, R1=10k, R2=47k, SOT-363",Dual NPN Digital 50V 0.1A,R1=10kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000290,MUN5311DW1,"Complementary Bias Resistor Transistors, R1=10k, R2=10k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=10kΩ R2=10kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000291,MUN5312DW1,"Complementary Bias Resistor Transistors, R1=22k, R2=22k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=22kΩ R2=22kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000292,MUN5313DW1,"Complementary Bias Resistor Transistors, R1=47k, R2=47k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=47kΩ R2=47kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000293,MUN5314DW1,"Complementary Bias Resistor Transistors, R1=10k, R2=47k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=10kΩ R2=47kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000294,MUN5330DW1,"Complementary Bias Resistor Transistors, R1=1k, R2=1k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=1kΩ R2=1kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000295,MUN5331DW1,"Complementary Bias Resistor Transistors, R1=2.2k, R2=2.2k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=2.2kΩ R2=2.2kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000296,MUN5332DW1,"Complementary Bias Resistor Transistors, R1=4.7k, R2=4.7k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=4.7kΩ R2=4.7kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000297,MUN5333DW1,"Complementary Bias Resistor Transistors, R1=4.7k, R2=47k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=4.7kΩ R2=47kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000298,MUN5334DW1,"Complementary Bias Resistor Transistors, R1=22k, R2=47k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=22kΩ R2=47kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000299,MUN5335DW1,"Complementary Bias Resistor Transistors, R1=2.2k, R2=47k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=2.2kΩ R2=47kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000300,MUN5336DW1,"Complementary Bias Resistor Transistors, R1=100k, R2=100k, SOT-363",Dual NPN/PNP Digital 50V 0.1A,R1=100kΩ R2=100kΩ,NPN/PNP,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000301,BC846BDW1,"100mA IC, 65V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 65V 0.1A,,NPN,Silicon,65V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000302,BC846BPDW1,"100mA IC, 65V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 65V 0.1A,,NPN/PNP,Silicon,65V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000303,BC847BDW1,"100mA IC, 45V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 45V 0.1A,,NPN,Silicon,45V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000304,BC847BPDW1,"100mA IC, 45V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 45V 0.1A,,NPN/PNP,Silicon,45V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000305,BC856BDW1,"100mA IC, 65V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 65V 0.1A,,PNP,Silicon,-65V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000306,BC857BDW1,"100mA IC, 45V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 45V 0.1A,,PNP,Silicon,-45V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000307,MBT2222ADW1T1,"600mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.6A,,NPN,Silicon,40V,,,0.6A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000308,MBT3904DW1,"200mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.2A,,NPN,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000309,MBT3906DW1,"200mA IC, 40V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 40V 0.2A,,PNP,Silicon,-40V,,,-0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000310,MBT3946DW1T1,"200mA IC, 40V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 40V 0.2A,,NPN/PNP,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000311,MMDT2222A,"600mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.6A,,NPN,Silicon,40V,,,0.6A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000312,MMDT3904,"200mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.2A,,NPN,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000313,MMDT3906,"200mA IC, 40V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 40V 0.2A,,PNP,Silicon,-40V,,,-0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000314,MMDT3946,"200mA IC, 40V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 40V 0.2A,,NPN/PNP,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000315,MMDT5401,"200mA IC, 160V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 160V 0.2A,,PNP,Silicon,-160V,,,-0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000316,MMDT5551,"200mA IC, 160V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 160V 0.2A,,NPN,Silicon,160V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000317,MMDTA06,"500mA IC, 80V Vce, Dual NPN transistor, SC-74",Dual NPN 80V 0.5A,,NPN,Silicon,80V,,,0.5A,,,,,,,,,,,,,SC-74,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SC-74-6_1.55x2.9mm_P0.95mm,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000318,PMBT2222AYS,"600mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.6A,,NPN,Silicon,40V,,,0.6A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000319,PMBT3904YS,"200mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.2A,,NPN,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000320,PMBT3906YS,"200mA IC, 40V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 40V 0.2A,,PNP,Silicon,-40V,,,-0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000321,PMBT3946YPN,"200mA IC, 40V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 40V 0.2A,,NPN/PNP,Silicon,40V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000322,PUMT1,"100mA IC, 40V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 40V 0.1A,,PNP,Silicon,-40V,,,-0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000323,PUMX1,"100mA IC, 40V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 40V 0.1A,,NPN,Silicon,40V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000324,BC846BLP4,"0.1A Ic, 65V Vce, NPN Transistor, DFN1006-3",NPN 65V 0.1A,,NPN,Silicon,65V,,,0.1A,,,,,,,,,,,,,DFN1006-3,,,SMD,,,,,MyLib_Transistor:Q_NPN,MyLib_Package_DFN_QFN:Diodes_DFN1006-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000325,FMB2227A,"500mA IC, 30V Vce, Dual NPN/PNP Transistors, SuperSOT-6",Dual NPN/PNP 30V 0.5A,,NPN/PNP,Silicon,30V,,,0.5A,,,,,,,,,,,,,SuperSOT-6,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SuperSOT-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000326,FMB3946,"200mA IC, 40V Vce, Dual NPN/PNP Transistors, SuperSOT-6",Dual NPN/PNP 40V 0.2A,,NPN/PNP,Silicon,40V,,,0.2A,,,,,,,,,,,,,SuperSOT-6,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SuperSOT-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000327,TIP2955G,"-15A Ic, -60V Vce, Power PNP Transistor, TO-247",PNP 60V 15A,,PNP,Silicon,-60V,,,-15A,,,,,,,,,,,,EL-TST-000328,TO-247,,,Through Hole,,,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000328,TIP3055G,"15A Ic, 60V Vce, Power NPN Transistor, TO-247",NPN 60V 15A,,NPN,Silicon,60V,,,15A,,,,,,,,,,,,EL-TST-000327,TO-247,,,Through Hole,,,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-247-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000329,BC846BPDW1T1,"100mA IC, 65V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 65V 0.1A,,NPN/PNP,Silicon,65V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000330,BC847BPDW1T1,"100mA IC, 45V Vce, Dual NPN/PNP Transistors, SOT-363",Dual NPN/PNP 45V 0.1A,,NPN/PNP,Silicon,45V,,,0.1A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Complementary,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000331,MMDT5401,"200mA IC, 160V Vce, Dual PNP/PNP Transistors, SOT-363",Dual PNP 160V 0.2A,,PNP,Silicon,-160V,,,-0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_PNP_PNP,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000332,MMDT5551,"200mA IC, 160V Vce, Dual NPN/NPN Transistors, SOT-363",Dual NPN 160V 0.2A,,NPN,Silicon,160V,,,0.2A,,,,,,,,,,,,,SOT-363,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_NPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,,,,,,,,,,,,,,,,,,Transistor,BJT_Dual_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000333,PMBT2222A,"600mA Ic, 40V Vce, NPN Transistor, SOT-23",NPN 40V 0.6A 300MHz,,NPN,Silicon,40V,,,0.6A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000334,PMBT3904,"200mA Ic, 40V Vce, NPN Transistor, SOT-23",NPN 40V 0.2A 300MHz,,NPN,Silicon,40V,,,0.2A,,,,,,,,,,,,EL-TST-000335,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
